,cast,crew,id
1469,"['Gulshan Grover', 'Jamie Williams', 'Billy Campbell']",Dee McLachlan,50850
1470,"['Rhys Ifans', 'Llŷr Ifans', 'Dougray Scott']",Kevin Allen,15321
1471,"['Meg Ryan', 'Matthew Broderick', 'Kelly Preston']",Griffin Dunne,2058
1472,"['Pete Postlethwaite', 'Tara Fitzgerald', 'Ewan McGregor']",Mark Herman,9450
1473,"['Mike Nichols', 'Miranda Richardson']",David Hare,125021
1474,"['Jeff Goldblum', 'Julianne Moore', 'Pete Postlethwaite']",Steven Spielberg,330
1475,"['Delphine Schiltz', 'Victoire Thivisol', 'Matiaz Bureau Caton']",Jacques Doillon,38523
1476,"['Scott Allen', 'Steven Soderbergh', 'Betsy Brantley']",Steven Soderbergh,16375
1477,"['Blake Heron', 'J. Madison Wright', 'Michael Moriarty']",Dale Rosenbloom,33660
1478,"['Emilio Estevez', 'Kathy Bates', 'Martin Sheen']",Emilio Estevez,59232
1479,"['Bridget Fonda', 'Russell Crowe', 'Jim Broadbent']",Clare Peploe,45671
1480,"['Jeff Daniels', 'Charlize Theron', 'Michael Richards']",Jonathan Lynn,17770
1481,"['Rene Russo', 'Robbie Coltrane', 'Alan Cumming']",Caroline Thompson,15170
1482,"['Nicolas Cage', 'John Cusack', 'John Malkovich']",Simon West,1701
1483,"['Connie Nelson', 'Dee Hennigan']",Julia Dyer,201445
1484,"['Vivian Wu', 'Yoshi Oida', 'Ken Ogata']",Peter Greenaway,26422
1485,"['Sandrine Kiberlain', 'Arnaud Giovaninetti', 'Roschdy Zem']",Laetitia Masson,124642
1486,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe']",Jan de Bont,1639
1487,"['Tyrone Burton', 'Eddie Cutanda', 'Phuong Duong']",Robert Patton-Spruill,49235
1488,"['Adrienne Shelly', 'Tim Guinee', 'Roger Rees']",Adrienne Shelly,106129
1489,[],,291634
1490,"['Illeana Douglas', 'Paulina Porizkova', 'Julie Warner']",Dana Lustig,107743
1491,"['George Clooney', ""Chris O'Donnell"", 'Arnold Schwarzenegger']",Joel Schumacher,415
1492,"['David Arquette', 'Brad Hunt', 'Kathryn Erbe']",,47686
1493,"['Jean Reno', 'Mercedes Ruehl', 'Polly Walker']",Paul Weiland,65889
1494,"['Harvey Keitel', 'Cameron Diaz', 'Billy Zane']",Jim Wilson,11103
1495,"['Tate Donovan', 'Josh Keaton', 'Roger Bart']",Ron Clements,11970
1496,"['Thomas Jane', 'Keanu Reeves', 'Claire Forlani']",Stephen T. Kay,34941
1497,"['Joanna Merlin', 'Kathleen Chalfant', 'Catherine Kellner']",Yvonne Rainer,407992
1498,"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz']",P.J. Hogan,8874
1499,"['Tomorowo Taguchi', 'Shinya Tsukamoto', 'Nobu Kanaoka']",Shinya Tsukamoto,17991
1500,"['Garance Clavel', 'Zinedine Soualem', 'Renée Le Calm']",Cédric Klapisch,11956
1501,"['Brigitte Bardot', 'Michel Piccoli', 'Jack Palance']",Jean-Luc Godard,266
1502,"['John Travolta', 'Nicolas Cage', 'Joan Allen']",John Woo,754
1503,"['Francie Swift', 'Jose Yenque', 'Josip Kuchan']",Eric Schaeffer,37567
1504,"['Shaghayeh Djodat', 'Abbas Sayah', 'Hossein Moharami']",Mohsen Makhmalbaf,43771
1505,"['Ovidiu Balan', 'Philippe Petit', 'Pierrette Fesch']",Tony Gatlif,124834
1506,"['Rupert Graves', 'Annabella Sciorra', 'Michael Gambon']",Scott Michell,249358
1507,"['Madeleine Assas', 'Ghalia Lacroix', 'Bérangère Allaux']",Jean-Luc Godard,111367
1508,"['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino']",Barry Sonnenfeld,607
1509,"['Jack Lemmon', 'Walter Matthau', 'Dyan Cannon']",Martha Coolidge,18080
1510,"['Jonathan Taylor Thomas', 'Scott Bairstow', 'Devon Sawa']",William Dear,38225
1511,"['Martin Short', 'Kathleen Turner', 'Mara Wilson']",Michael Ritchie,17834
1512,"['Jodie Foster', 'Matthew McConaughey', 'James Woods']",Robert Zemeckis,686
1513,"['Miranda Otto', 'Rebecca Frith', 'George Shevtsov']",Shirley Barrett,65046
1514,"['Demi Moore', 'Viggo Mortensen', 'Anne Bancroft']",Ridley Scott,4421
1515,"['Arnold Schwarzenegger', 'James Earl Jones', 'Max von Sydow']",John Milius,9387
1516,"['Brendan Fraser', 'Leslie Mann', 'Thomas Haden Church']",Sam Weisman,10603
1517,"['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta']",James Mangold,2142
1518,"['Laurence Fishburne', 'Sam Neill', 'Kathleen Quinlan']",Paul W.S. Anderson,8413
1519,"['Michael Jai White', 'Martin Sheen', 'John Leguizamo']",Mark A.Z. Dippé,10336
1520,"['Kevin Zegers', 'Wendy Makkena', 'Michael Jeter']",Charles Martin Smith,20737
1521,"['Jennifer Aniston', 'Jay Mohr', 'Kevin Bacon']",Glenn Gordon Caron,9413
1522,"['Aaron Eckhart', 'Stacy Edwards', 'Matt Malloy']",Neil LaBute,14585
1523,"['Jason James Richter', 'August Schellenberg', 'Annie Corley']",Sam Pillsbury,18519
1524,"['Katrin Cartlidge', 'Lynda Steadman', 'Kate Byers']",Mike Leigh,49462
1525,"['Mel Gibson', 'Julia Roberts', 'Patrick Stewart']",Richard Donner,8834
1526,"['Michael Keaton', 'Andy García', 'Brian Cox']",Barbet Schroeder,9458
1527,"[""Shaquille O'Neal"", 'Annabeth Gish', 'Richard Roundtree']",Kenneth Johnson,8854
1528,"['Sean Penn', 'Robin Wright', 'John Travolta']",Nick Cassavetes,38295
1529,"['Laurence Fishburne', 'Tim Roth', 'Vanessa Williams']",Bill Duke,22073
1530,"['Christopher McDonald', 'Janine Turner', 'Cameron Finley']",Andy Cadiff,37244
1531,"['Mira Sorvino', 'Jeremy Northam', 'Giancarlo Giannini']",Guillermo del Toro,4961
1532,"['Chris Tucker', 'Charlie Sheen', 'Heather Locklear']",Brett Ratner,9416
1533,"['Alicia Silverstone', 'Benicio del Toro', 'Christopher Walken']",Marco Brambilla,26180
1534,"['Kevin Sorbo', 'Tia Carrere', 'Thomas Ian Griffith']",John Nicolella,17832
1535,"['Harrison Ford', 'Gary Oldman', 'Glenn Close']",Wolfgang Petersen,9772
1536,"['Samuel L. Jackson', 'John Heard', 'Kelly Rowan']",Kevin Reynolds,6072
1537,"['Alec Baldwin', 'Sean Connery', 'Scott Glenn']",John McTiernan,1669
1538,"['River Phoenix', 'Keanu Reeves', 'James Russo']",Gus Van Sant,468
1539,"['Nick Scotti', 'Anthony Barrile', 'Anthony DeSando']",Tony Vitale,32519
1540,"['Douglas Spain', 'Efrain Figueroa', 'Kandeyce Jorden']",Miguel Arteta,108401
1541,"['Kevin Kline', 'Joan Cusack', 'Tom Selleck']",Frank Oz,10806
1542,"['Alec Baldwin', 'Anthony Hopkins', 'Elle Macpherson']",Lee Tamahori,9433
1543,"['George Clooney', 'Nicole Kidman', 'Marcel Iureș']",Mimi Leder,6623
1544,"['Kevin Spacey', 'Guy Pearce', 'Danny DeVito']",Curtis Hanson,2118
1545,"['Brad Pitt', 'Jamyang Jamtsho Wangchuk', 'David Thewlis']",Jean-Jacques Annaud,978
1546,"['Morgan Freeman', 'Ashley Judd', 'Cary Elwes']",Gary Fleder,9437
1547,"['Vivica A. Fox', 'Nia Long', 'Michael Beach']","George Tillman, Jr.",29461
1548,"['Kevin Corrigan', 'Linda Fiorentino', 'Michael Rapaport']",Matthew Harrison,56651
1549,"['Andrew Divoff', 'Tammy Lauren', 'Robert Englund']",Robert Kurtzman,10351
1550,"['Michelle Pfeiffer', 'Jessica Lange', 'Jason Robards']",Jocelyn Moorhouse,66588
1551,"['Michael Douglas', 'Sean Penn', 'Deborah Kara Unger']",David Fincher,2649
1552,"['Steven Seagal', 'Marg Helgenberger', 'Stephen Lang']",Félix Enríquez Alcalá,14289
1553,"['Sean Penn', 'Nick Nolte', 'Jennifer Lopez']",Oliver Stone,10155
1554,"['Kate Capshaw', 'Jeremy Davies', 'Ashley Judd']",John Patrick Kelley,75250
1555,"['Janeane Garofalo', ""David O'Hara"", 'Denis Leary']",Mark Joffe,20457
1556,"['Aidan Quinn', 'Donald Sutherland', 'Ben Kingsley']",Christian Duguay,18355
1557,"['Greg Kinnear', 'Lauren Holly', 'Joan Cusack']",Keith Samples,33657
1558,"['Peter Fonda', 'Patricia Richardson', 'Christine Dunford']",Victor Nunez,55306
1559,"['Kevin Kline', 'Joan Allen', 'Sigourney Weaver']",Ang Lee,68924
1560,"['Mario Van Peebles', 'Jerry Stiller', 'Kevin Dillon']",Gavin Wilding,36434
1561,"['Ben Affleck', 'Joey Lauren Adams', 'Jason Lee']",Kevin Smith,2255
1562,"['Bill Bellamy', 'Lark Voorhies', 'Bernie Mac']",Lionel C. Martin,28353
1563,"['Robert Carlyle', 'Mark Addy', 'William Snape']",Peter Cattaneo,9427
1564,"['Jason Flemyng', 'Antony Sher', 'Dorothy Tutin']",Nancy Meckler,172545
1565,"['Judi Dench', 'Billy Connolly', 'Geoffrey Palmer']",John Madden,17589
1566,"['Jennifer Love Hewitt', 'Sarah Michelle Gellar', 'Ryan Phillippe']",Jim Gillespie,3597
1567,"['Keanu Reeves', 'Al Pacino', 'Charlize Theron']",Taylor Hackford,1813
1568,"['Harland Williams', 'Jessica Lundy', 'William Sadler']",Stuart Gillard,36797
1569,"['David Duchovny', 'Timothy Hutton', 'Angelina Jolie']",Andy Wilson,12628
1570,"['Parker Posey', 'Josh Hamilton', 'Tori Spelling']",Mark Waters,33344
1571,"['Dave Hoover', 'George Mendonça', 'Raymond A. Mendez']",Errol Morris,25099
1572,"['Jennifer Jason Leigh', 'Albert Finney', 'Maggie Smith']",Agnieszka Holland,45019
1573,"['Kevin Bacon', 'Brad Renfro', 'Maximilian Schell']",Guy Ferland,63437
1574,"['Neil Young', 'Frank Sampedo', 'Billy Talbot']",Jim Jarmusch,62422
1575,"['Ethan Hawke', 'Jude Law', 'Gore Vidal']",Andrew Niccol,782
1576,"['Mel Gibson', 'Harvey Keitel', ""Peter O'Toole""]",Charles Sturridge,29911
1577,"['Ben Affleck', ""Peter O'Toole"", 'Rose McGowan']",Joe Chappelle,9827
1578,"['Rachel Weisz', 'Vincent Pérez', 'Ian McKellen']",Beeban Kidron,1959
1579,['Bill Griffith'],John O'Hagan,251481
1580,"['Ewan McGregor', 'Cameron Diaz', 'Holly Hunter']",Danny Boyle,8067
1581,"['Brendan Sexton III', 'Antoine McLean', 'Mtume Gant']",Morgan J. Freeman,125052
1582,"['Jurnee Smollett', 'Meagan Good', 'Lynn Whitfield']",Kasi Lemmons,45153
1583,"['Dennis Quaid', 'Danny Glover', 'R. Lee Ermey']",Jeb Stuart,10871
1584,"['Jim Belushi', 'Tupac Amaru Shakur', 'Lela Rochon']",Jim Kouf,14398
1585,"['Bill Murray', 'Harold Ramis', 'Warren Oates']",Ivan Reitman,10890
1586,"['Grégoire Colin', 'Alice Houri', 'Jacques Nolot']",Claire Denis,99002
1587,"['Rowan Atkinson', 'Peter MacNicol', 'John Mills']",Mel Smith,1281
1588,"['Alyssa Milano', 'Mark Boone Junior', 'Malcolm McDowell']",Robert Downey Sr.,32332
1589,"['John Travolta', 'Dustin Hoffman', 'Mia Kirshner']",Costa-Gavras,9770
1590,"['Wesley Snipes', 'Nastassja Kinski', 'Kyle MacLachlan']",Mike Figgis,12616
1591,"['Sally Potter', 'Morgane Maugran', 'Pablo Verón']",Sally Potter,34838
1592,"['Stephen Dillane', 'Woody Harrelson', 'Marisa Tomei']",Michael Winterbottom,14905
1593,"['Tim Roth', 'Michael Rooker', 'Renée Zellweger']",Josh Pate,14583
1594,"['Matt Damon', 'Danny DeVito', 'Jon Voight']",Francis Ford Coppola,11975
1595,"['Mark Wahlberg', 'Burt Reynolds', 'John C. Reilly']",Paul Thomas Anderson,4995
1596,"['Harrison Ford', 'Kelly McGillis', 'Josef Sommer']",Peter Weir,9281
1597,"['Jason Patric', 'Irène Jacob', 'Ian Richardson']",John Badham,45928
1598,"['Casper Van Dien', 'Dina Meyer', 'Denise Richards']",Paul Verhoeven,563
1599,"['James Spader', 'Kyra Sedgwick', 'Helen Mirren']",Sidney Lumet,61337
1600,"['Ming-Na Wen', 'Lauren Tom', 'Tamlyn Tomita']",Wayne Wang,19931
1601,"[""Scott 'Carrot Top' Thompson"", 'Courtney Thorne-Smith', 'Larry Miller']",Alex Zamm,31535
1602,"['Gwyneth Paltrow', 'John Hannah', 'John Lynch']",Peter Howitt,10215
1603,"['Robin Shou', 'Talisa Soto', 'James Remar']",John R. Leonetti,9823
1604,"['Jim Carrey', 'Laura Linney', 'Noah Emmerich']",Peter Weir,37165
1605,"['Helena Bonham Carter', 'Alison Elliott', 'Elizabeth McGovern']",Iain Softley,45609
1606,"['Vanessa Redgrave', 'Natascha McElhone', 'Michael Kitchen']",Marleen Gorris,38904
1607,"['Claire Danes', 'Jude Law', 'Jeanne Moreau']",Billy Hopkins,45565
1608,"['Richard Gere', 'Bai Ling', 'Bradley Whitford']",Jon Avnet,9407
1609,"['Bruce Willis', 'Richard Gere', 'Sidney Poitier']",Michael Caton-Jones,4824
1610,"['Meg Ryan', 'John Cusack', 'Christopher Lloyd']",Gary Goldman,9444
1611,"['Bill Murray', 'Peter Gallagher', 'Joanne Whalley']",Jon Amiel,9414
1612,"['Sigourney Weaver', 'Winona Ryder', 'Brad Dourif']",Jean-Pierre Jeunet,8078
1613,"['Gail Harris', 'Bernie Van De Yacht', 'Heather Ford']",Scott Harris,29938
1614,"['Morgan Freeman', 'Nigel Hawthorne', 'Anthony Hopkins']",Steven Spielberg,11831
1615,"['Robert Duvall', 'Billy Bob Thornton', 'June Carter Cash']",Robert Duvall,2895
1616,"['Valentina Cervi', 'Michel Serrault', ""Predrag 'Miki' Manojlović""]",Agnès Merlet,39177
1617,"['Clive Owen', 'Lothaire Bluteau', 'Ian McKellen']",Sean Mathias,19601
1618,"['Darling Narita', 'Peter Greene', 'Michael Newland']",Ash Baron-Cohen,124606
1619,"['Marc Messier', 'Rémy Girard', 'Patrick Huard']",Louis Saïa,42832
1620,"['Eamonn Owens', 'Alan Boyle', 'Fiona Shaw']",Neil Jordan,22797
1621,"['Woody Allen', 'Kirstie Alley', 'Billy Crystal']",Woody Allen,2639
1622,"['Robin Williams', 'Marcia Gay Harden', 'Christopher McDonald']",Les Mayfield,9574
1623,"['Tim Allen', 'Kirstie Alley', 'Wayne Knight']",Bryan Spicer,10371
1624,"['Robin Williams', 'Matt Damon', 'Ben Affleck']",Gus Van Sant,489
1625,"[""Vincent D'Onofrio"", 'Hope Davis']",Michael Lindsay-Hogg,167738
1626,[],,293820
1627,"['Alex D. Linz', 'Olek Krupa', 'Rya Kihlstedt']",Raja Gosnell,9714
1628,[],,102406
1629,"['William R. Moses', 'Lysette Anthony', 'Patrick Cassidy']",Martin Kitrosser,170430
1630,"['John Cusack', 'Kevin Spacey', 'Jude Law']",Clint Eastwood,8197
1631,"['Nathan Lane', 'Lee Evans', 'Vicki Lewis']",Gore Verbinski,6283
1632,[],,279698
1633,"['Carol Kane', 'Molly Ringwald', 'Jeanne Tripplehorn']",Cindy Sherman,49728
1634,['Anna Levine'],,64562
1635,"['David Arquette', 'Neve Campbell', 'Courteney Cox']",Wes Craven,4233
1636,"['Michele Greene', 'Bruce Dinsmore', 'Steve Railsback']",Rodney Gibbons,191874
1637,"['Ian Holm', 'Caerthan Banks', 'Sarah Polley']",Atom Egoyan,10217
1638,"['Rocky Patterson', 'Dorenda Moore', 'Tyler Mason']",Bret McCormick,438108
1639,"['Kate Winslet', 'Leonardo DiCaprio', 'Frances Fisher']",James Cameron,597
1640,"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh']",Roger Spottiswoode,714
1641,"['Ray Aranha', 'Keivyn McNeill Grayes', 'Elise Ballard']",Seth Michael Donsky,52537
1642,"['Élodie Bouchez', 'Stéphane Rideau', 'Pascal Cervo']",Gaël Morel,12799
1643,"['Joseph Ashton', 'James Cromwell', 'Tantoo Cardinal']",Richard Friedenberg,62394
1644,"['Kevin Costner', 'Will Patton', 'Olivia Williams']",Kevin Costner,9922
1645,"['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill']",Robert Redford,547
1646,"['Emma Thompson', 'Phyllida Law', 'Sheila Reid']",Alan Rickman,25994
1647,"['Pam Grier', 'Samuel L. Jackson', 'Robert Forster']",Quentin Tarantino,184
1648,"['Tenzin Thuthob Tsarong', 'Tencho Gyalpo', 'Tsewang Migyur Khangsar']",Martin Scorsese,9746
1649,"['Leslie Nielsen', 'Kelly Lynch', 'Matt Keeslar']",Stanley Tong,9438
1650,"['Jeff Bridges', 'John Goodman', 'Julianne Moore']",Joel Coen,115
1651,"['Nick Nolte', 'Julie Christie', 'Lara Flynn Boyle']",Alan Rudolph,26941
1652,"['Michèle Laroque', 'Jean-Philippe Écoffey', 'Hélène Vincent']",Alain Berliner,27103
1653,"['Gwyneth Paltrow', 'Ethan Hawke', 'Chris Cooper']",Alfonso Cuarón,9410
1654,"['Victor Wong', 'Mathew Botuchis', 'Hulk Hogan']",Sean McNamara,32302
1655,"['Michael Paré', 'Kaela Dobkin', 'Austin Pendleton']",George Mendeluk,216794
1656,"['Bokeem Woodbine', 'Cynda Williams', 'Damon Saleem']",Darin Scott,88863
1657,[],Joseph Dorman,154821
1658,"['Howie Long', 'Scott Glenn', 'Suzy Amis']",Dean Semler,41417
1659,"['Marlon Wayans', 'David Spade', 'Matthew Lillard']",Penelope Spheeris,12538
1660,"['Dustin Hoffman', 'Robert De Niro', 'Anne Heche']",Barry Levinson,586
1661,"['Rufus Sewell', 'William Hurt', 'Kiefer Sutherland']",Alex Proyas,2666
1662,"['Jon Bon Jovi', 'Anna Galiena', 'Lambert Wilson']",John Duigan,46338
1663,"['Joseph Mazzello', 'Richard Gilliland', 'Corinne Bohrer']",Manny Coto,54007
1664,"['Morgan Freeman', 'Christian Slater', 'Randy Quaid']",Mikael Salomon,11258
1665,"['Dave Chappelle', 'Tommy Chong', 'Harland Williams']",Tamra Davis,9490
1666,"['Denzel Washington', 'John Goodman', 'Donald Sutherland']",Gregory Hoblit,9411
1667,"['Dan Futterman', 'Stuart Townsend', 'Kate Beckinsale']",Stefan Schwartz,25719
1668,"['Christopher Walken', 'Jennifer Beals', 'Brittany Murphy']",Greg Spence,9033
1669,"['Leon Lai', 'Michelle Reis', 'Takeshi Kaneshiro']",Wong Kar-wai,11220
1670,"['Alan Arkin', 'Pedro Cardoso', 'Fernanda Torres']",Bruno Barreto,21253
1671,"['Victoria Beckham', 'Melanie Brown', 'Emma Bunton']",Bob Spiers,6116
1672,"['Treat Williams', 'Famke Janssen', 'Anthony Heald']",Stephen Sommers,9457
1673,"['Jason Brouwer', 'T.J. Timon']",Brian Evans,281289
1674,"['Bret Michaels', 'Martin Sheen', 'Kristi Gibson']",Bret Michaels,43911
1675,"['Jude Law', 'Jennifer Tilly', 'Gretchen Mol']",Charlie Peters,39424
1676,"['Aleksei Ananishnov', 'Gudrun Geyer']",Alexander Sokurov,44361
1677,"['Chow Yun-fat', 'Mira Sorvino', 'Michael Rooker']",Antoine Fuqua,11702
1678,"['Asia Argento', 'Jared Harris', 'Rupert Everett']",Michael Radford,2923
1679,"['Miguel Ferrer', 'Julie Entwisle', 'Dan Monahan']",Mark Pavia,12238
1680,"['Dan Aykroyd', 'John Goodman', 'Joe Morton']",John Landis,11568
1681,"['Shinya Tsukamoto', 'Kaori Fujii', 'Kôji Tsukamoto']",Shinya Tsukamoto,41577
1682,"['Malik Yoba', 'Melissa De Sousa', 'John Witherspoon']",Millicent Shelton,66894
1683,"['Adam Sandler', 'Drew Barrymore', 'Christine Taylor']",Frank Coraci,11003
1684,"['Dustin Hoffman', 'Sharon Stone', 'Samuel L. Jackson']",Barry Levinson,10153
1685,[],Michael Paxton,49645
1686,"['Stephen Rea', 'Brendan Gleeson', 'Alfred Molina']",Robert Dornhelm,47112
1687,"['Jon Bon Jovi', 'Penelope Ann Miller', 'Annabella Sciorra']",Roberto Benabib,102732
1688,"['Woody Harrelson', 'Gina Gershon', 'Elisabeth Shue']",Volker Schlöndorff,30949
1689,"['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear']",James L. Brooks,2898
1690,"['Christopher Walken', 'David Caruso', 'Laurence Fishburne']",Abel Ferrara,9558
1691,[],,83593
1692,"['Donal Logue', 'Max Perlich', 'Paul Sorvino']",Kari Skogland,320011
1693,"['Paul Newman', 'Susan Sarandon', 'Gene Hackman']",Robert Benton,26269
1694,"['Tommy Lee Jones', 'Wesley Snipes', 'Robert Downey Jr.']",Stuart Baird,11808
1695,"['Johnathon Schaech', 'Rod Taylor', 'Susie Porter']",Stephan Elliott,6970
1696,"['John Hurt', 'Jason Priestley', 'Sheila Hancock']",Richard Kwietniowski,47452
1697,"['Ernesto Gómez Cruz', 'María Rojo', 'Salma Hayek']",Jorge Fons,18205
1698,"['Patrick Shane Dorian', 'Matt George', 'Matty Liu']",Zalman King,36943
1699,"['Liam Neeson', 'Ed Viesturs', 'David Breashears']",David Breashears,21736
1700,"['Jessica Lange', 'Gwyneth Paltrow', 'Johnathon Schaech']",Jonathan Darby,17941
1701,"['Christopher Walken', 'Henry Thomas', 'Sean Patrick Flanery']",Peter O'Fallon,10668
1702,"['Leonardo DiCaprio', 'Jeremy Irons', 'Gérard Depardieu']",Randall Wallace,9313
1703,"['Matthew McConaughey', 'Skeet Ulrich', 'Ethan Hawke']",Richard Linklater,42807
1704,"['Matt Dillon', 'Kevin Bacon', 'Denise Richards']",John McNaughton,617
1705,"['Gena Rowlands', 'Tony Shalhoub', 'Cheech Marin']",John Roberts,36568
1706,"['Vince Vaughn', 'Monica Potter', 'Joey Lauren Adams']",John N. Smith,37272
1707,"['Takeshi Kitano', 'Kayoko Kishimoto', 'Ren Osugi']",Takeshi Kitano,5910
1708,"['John Travolta', 'Emma Thompson', 'Billy Bob Thornton']",Mike Nichols,9440
1709,"['Robin Tunney', 'Henry Thomas', 'Michael Parks']",Bob Gosse,53092
1710,"['Denis Leary', 'Joseph Cross', ""Rosie O'Donnell""]",M. Night Shyamalan,32911
1711,"['Renée Zellweger', 'Julianna Margulies', 'Christopher Eccleston']",Boaz Yakin,44308
1712,"['Joanna Going', 'Dylan Walsh', 'Sean Patrick Flanery']",Howard Goldberg,124821
1713,"['Robert Downey Jr.', 'Natasha Gregson Wagner', 'Heather Graham']",James Toback,32456
1714,"['Lauren Holly', 'Edward Burns', 'Jon Bon Jovi']",Edward Burns,93350
1715,['Robyn Hitchcock'],Jonathan Demme,62695
1716,"['Kenneth Branagh', 'Madeleine Stowe', 'William Hurt']",Lesli Linka Glatter,32144
1717,"['Jennifer Aniston', 'Paul Rudd', 'Hayden Panettiere']",Nicholas Hytner,17127
1718,"['Paul Walker', 'John Ashton', 'Dennis Hopper']",Steve Boyum,40688
1719,"['Billy Bob Thornton', 'Hank Azaria', 'Kelly Lynch']",Stephen Gyllenhaal,17133
1720,"['LisaRaye McCoy', 'Dick Anthony Williams', 'Judyann Elder']",Ice Cube,19848
1721,[],Steve Gomer,17644
1722,"['Michael Moore', 'Elaine Bly', 'Jim Czarnecki']",Michael Moore,1774
1723,"['Jeremy Irons', 'Gong Li', 'Maggie Cheung']",Wayne Wang,30265
1724,"['Gary Oldman', 'William Hurt', 'Matt LeBlanc']",Stephen Hopkins,2157
1725,"['Russell Crowe', 'Youki Kudoh', 'Kenji Isomura']",Craig Lahiff,70581
1726,"['Bruce Willis', 'Alec Baldwin', 'Miko Hughes']",Harold Becker,8838
1727,"['Steve Martin', 'Campbell Scott', 'Ben Gazzara']",David Mamet,29193
1728,"['Nicolas Cage', 'Meg Ryan', 'Andre Braugher']",Brad Silberling,795
1729,"['Chloë Sevigny', 'Kate Beckinsale', 'Chris Eigeman']",Whit Stillman,16980
1730,"['Jack Lemmon', 'Walter Matthau', 'Richard Riehle']",Howard Deutch,27472
1731,"['Billy Crystal', 'Kathleen Quinlan', 'Joanna Pacula']",Michael Lehmann,47881
1732,"['Denzel Washington', 'Ray Allen', 'Milla Jovovich']",Spike Lee,9469
1733,"['Kenneth Branagh', 'Embeth Davidtz', 'Robert Downey Jr.']",Robert Altman,12488
1734,"['Michael Rapaport', 'Lili Taylor', 'Adam Trese']",Nick Gomez,98499
1735,"['BD Wong', 'Jennifer Coolidge', 'Bronson Pinchot']",Barnet Kellman,81367
1736,"['Liberto Rabal', 'Francesca Neri', 'Javier Bardem']",Pedro Almodóvar,267
1737,"['Bill Pullman', 'Ben Stiller', ""Ryan O'Neal""]",Jake Kasdan,16148
1738,"['Ray Winstone', 'Kathy Burke', 'Charlie Creed-Miles']",Gary Oldman,21252
